open_time,open,high,low,close,volume,trade_count
2025-10-14T16:00:00Z,61962.05721029,62003.61695820,61875.07598363,61916.60524559,496.24901711,49
2025-10-14T17:00:00Z,61916.60524559,62017.72235593,61898.39630954,61999.48904474,155.80960085,15
2025-10-14T18:00:00Z,61999.48904474,62071.07344562,61991.25623644,62062.83222608,447.05397143,44
2025-10-14T19:00:00Z,62062.83222608,62105.86470909,62059.34116811,62102.37142702,484.57400873,48
2025-10-14T20:00:00Z,62102.37142702,62110.33880124,62101.19560690,62109.16285254,210.71707500,21
2025-10-14T21:00:00Z,62109.16285254,62135.31788831,62076.48761048,62102.63989935,912.24026061,91
2025-10-14T22:00:00Z,62102.63989935,62139.09738624,62086.89131465,62123.34355131,314.68397421,31
2025-10-14T23:00:00Z,62123.34355131,62150.29967220,62093.54346830,62120.49835463,60.62493136,6
2025-10-15T00:00:00Z,62120.49835463,62196.58693043,62053.99617286,62130.07449707,137.21565485,13
2025-10-15T01:00:00Z,62130.07449707,62176.22896969,62113.36203152,62159.50858663,197.74899077,19
2025-10-15T02:00:00Z,62159.50858663,62205.92302648,62110.71709151,62157.12975509,346.41634513,34
2025-10-15T03:00:00Z,62157.12975509,62216.67719013,62082.12533338,62141.65794620,943.10178840,94
2025-10-15T04:00:00Z,62141.65794620,62168.83929798,62138.72239142,62165.90259789,349.43273680,34
2025-10-15T05:00:00Z,62165.90259789,62223.11293000,61971.49093706,62028.57488858,420.45530750,42
2025-10-15T06:00:00Z,62028.57488858,62076.34112306,61907.57254589,61955.28234011,632.61119732,63
2025-10-15T07:00:00Z,61955.28234011,61967.85553900,61938.27038227,61950.84268018,47.29361348,4
2025-10-15T08:00:00Z,61950.84268018,61969.47925636,61880.94822326,61899.56937497,60.36300572,6
2025-10-15T09:00:00Z,61899.56937497,62009.14234863,61850.54365267,61960.06870962,337.84770691,33
2025-10-15T10:00:00Z,61960.06870962,62010.50333474,61888.45025655,61938.86762429,59.67593189,5
2025-10-15T11:00:00Z,61938.86762429,61982.34793902,61800.96575057,61844.37973597,824.37209516,82
2025-10-15T12:00:00Z,61844.37973597,61849.22964315,61773.43958776,61778.28431166,1545.61168084,154
2025-10-15T13:00:00Z,61778.28431166,61835.17475581,61754.59304886,61811.47076639,291.71956042,29
2025-10-15T14:00:00Z,61811.47076639,61864.17017948,61807.80832901,61860.50483675,104.79292402,10
2025-10-15T15:00:00Z,61860.50483675,61890.00936610,61828.24343135,61857.74664518,151.14565144,15
2025-10-15T16:00:00Z,61857.74664518,61908.28637494,61842.37761339,61892.90860689,205.20142286,20
2025-10-15T17:00:00Z,61892.90860689,61982.34942771,61837.42646365,61926.83687043,56.07382496,5
2025-10-15T18:00:00Z,61926.83687043,61937.28363385,61827.83420982,61838.26603176,355.54939064,35
2025-10-15T19:00:00Z,61838.26603176,61886.82559052,61807.40710636,61855.95783644,136.95017788,13
2025-10-15T20:00:00Z,61855.95783644,61955.70452721,61737.84728685,61837.56431689,1016.63751685,101
2025-10-15T21:00:00Z,61837.56431689,61933.63859595,61756.57114094,61852.62569302,1864.27310510,186
