open_time,open,high,low,close,volume,trade_count
2026-01-02T12:40:00Z,3190.59338570,3197.26240361,3189.15865184,3195.82531708,1830.60630549,183
2026-01-02T12:41:00Z,3195.82531708,3208.49370841,3189.58314593,3202.23900987,2950.54558308,295
2026-01-02T12:42:00Z,3202.23900987,3216.13760235,3195.05233366,3208.93589655,7132.23237070,713
2026-01-02T12:43:00Z,3208.93589655,3211.75620887,3205.86160160,3208.68169050,650.60414501,65
2026-01-02T12:44:00Z,3208.68169050,3209.36042367,3205.22643362,3205.90457934,2166.90457749,216
2026-01-02T12:45:00Z,3205.90457934,3209.18409739,3203.80019663,3207.07894380,1817.70882441,181
2026-01-02T12:46:00Z,3207.07894380,3211.17835933,3204.00383759,3208.10227189,4976.32023808,497
2026-01-02T12:47:00Z,3208.10227189,3232.59550850,3196.86136876,3221.30833252,691.79930280,69
2026-01-02T12:48:00Z,3221.30833252,3236.78563120,3212.12630329,3227.58570892,2285.59579754,228
2026-01-02T12:49:00Z,3227.58570892,3229.75387691,3218.17117606,3220.33447295,1856.61672676,185
2026-01-02T12:50:00Z,3220.33447295,3231.83523719,3210.02833052,3221.52528377,870.70779610,87
2026-01-02T12:51:00Z,3221.52528377,3230.51627321,3214.16420446,3223.15147811,2764.24097586,276
2026-01-02T12:52:00Z,3223.15147811,3225.81521362,3221.55060312,3224.21381099,1361.27736099,136
2026-01-02T12:53:00Z,3224.21381099,3234.21135997,3216.86189585,3226.85342594,1549.21084641,154
2026-01-02T12:54:00Z,3226.85342594,3233.67049472,3218.87937715,3225.69399652,1624.29961691,162
2026-01-02T12:55:00Z,3225.69399652,3233.81991037,3221.03750973,3229.15842247,1147.25720211,114
2026-01-02T12:56:00Z,3229.15842247,3231.57252161,3219.67713235,3222.08594414,6461.58094309,646
2026-01-02T12:57:00Z,3222.08594414,3223.21109965,3216.76542102,3217.88911099,1009.56287955,100
2026-01-02T12:58:00Z,3217.88911099,3217.95551447,3212.45456090,3212.52085360,1057.87831887,105
2026-01-02T12:59:00Z,3212.52085360,3221.15112770,3201.03341018,3209.65598795,673.28384469,67
2026-01-02T13:00:00Z,3209.65598795,3210.66552310,3205.21838048,3206.22683705,4705.95111957,470
2026-01-02T13:01:00Z,3206.22683705,3216.54280168,3199.52902559,3209.83744765,2571.79040977,257
2026-01-02T13:02:00Z,3209.83744765,3215.36601570,3190.60331052,3196.10823161,11145.85995766,1114
2026-01-02T13:03:00Z,3196.10823161,3205.52373322,3193.58834935,3202.99841859,2244.75618458,224
2026-01-02T13:04:00Z,3202.99841859,3224.37467364,3200.22720687,3221.58737888,7997.08647985,799
2026-01-02T13:05:00Z,3221.58737888,3226.97297091,3220.96421834,3226.34888935,590.32774661,59
2026-01-02T13:06:00Z,3226.34888935,3230.87115811,3215.34119554,3219.85436113,160.56558999,16
2026-01-02T13:07:00Z,3219.85436113,3228.56716314,3215.82176966,3224.52871744,3374.25052219,337
2026-01-02T13:08:00Z,3224.52871744,3236.16911428,3219.48290973,3231.11300335,3841.96060216,384
2026-01-02T13:09:00Z,3231.11300335,3235.42036653,3220.16551255,3224.46401203,1303.06645377,130
2026-01-02T13:10:00Z,3224.46401203,3237.70482932,3205.38313322,3218.59987021,4577.14880797,457
2026-01-02T13:11:00Z,3218.59987021,3231.60332658,3215.87034923,3228.86510021,5940.70601049,594
2026-01-02T13:12:00Z,3228.86510021,3240.87210711,3223.24237529,3235.23828397,2304.29979625,230
2026-01-02T13:13:00Z,3235.23828397,3240.98439253,3232.05306977,3237.79665951,741.39136814,74
2026-01-02T13:14:00Z,3237.79665951,3248.51196482,3231.01248367,3241.71956927,3532.13242592,353
2026-01-02T13:15:00Z,3241.71956927,3247.46826325,3234.66108132,3240.40744846,1549.94709493,154
2026-01-02T13:16:00Z,3240.40744846,3242.26633091,3225.49130193,3227.34268969,6746.42934048,674
2026-01-02T13:17:00Z,3227.34268969,3252.95585633,3214.59480401,3240.15735320,1469.47489890,146
2026-01-02T13:18:00Z,3240.15735320,3252.02097452,3234.79696191,3246.64984231,2773.72416190,277
2026-01-02T13:19:00Z,3246.64984231,3255.52246597,3242.61182609,3251.47844419,1919.33498503,191
2026-01-02T13:20:00Z,3251.47844419,3258.12683716,3251.06673621,3257.71433958,1135.33475335,113
2026-01-02T13:21:00Z,3257.71433958,3269.00869782,3242.37444957,3253.65473332,2046.85498655,204
2026-01-02T13:22:00Z,3253.65473332,3262.18002266,3250.69373810,3259.21396824,1998.96967457,199
2026-01-02T13:23:00Z,3259.21396824,3267.50122630,3237.37785108,3245.63057040,2774.20627944,277
2026-01-02T13:24:00Z,3245.63057040,3246.95871119,3241.46221399,3242.78919206,2614.63035233,261
2026-01-02T13:25:00Z,3242.78919206,3257.29109541,3238.87977373,3253.36892245,3965.27441102,396
2026-01-02T13:26:00Z,3253.36892245,3267.85123972,3241.18375000,3255.65749564,303.22291566,30
2026-01-02T13:27:00Z,3255.65749564,3256.40805206,3241.96703051,3242.71460309,1554.69923814,155
2026-01-02T13:28:00Z,3242.71460309,3250.39570577,3237.38181439,3245.05906151,2942.76174865,294
2026-01-02T13:29:00Z,3245.05906151,3248.82522470,3242.04980630,3245.81526824,1022.71132473,102
2026-01-02T13:30:00Z,3245.81526824,3248.32680034,3237.53126299,3240.03832503,1330.17122001,133
2026-01-02T13:31:00Z,3240.03832503,3252.14360309,3232.08568364,3244.18079405,2405.09797572,240
2026-01-02T13:32:00Z,3244.18079405,3249.68549882,3243.78511660,3249.28919832,98.45071404,9
2026-01-02T13:33:00Z,3249.28919832,3258.92265572,3239.15229106,3248.78425139,721.77917184,72
2026-01-02T13:34:00Z,3248.78425139,3257.06586404,3243.24037965,3251.51732846,1468.68898857,146
2026-01-02T13:35:00Z,3251.51732846,3259.26714728,3247.40975083,3255.15497428,6425.63177121,642
2026-01-02T13:36:00Z,3255.15497428,3259.07859224,3228.00896470,3231.90455765,4931.93719087,493
2026-01-02T13:37:00Z,3231.90455765,3244.82358796,3225.89497182,3238.80117817,1701.78294004,170
2026-01-02T13:38:00Z,3238.80117817,3258.98983900,3230.84866588,3251.00735581,2636.85966615,263
2026-01-02T13:39:00Z,3251.00735581,3256.74240537,3248.80474239,3254.53740029,3076.64079483,307
2026-01-02T13:40:00Z,3254.53740029,3261.37524875,3250.82059315,3257.65488132,2331.38289753,233
2026-01-02T13:41:00Z,3257.65488132,3264.27093594,3253.81334853,3260.42613520,2251.26099676,225
2026-01-02T13:42:00Z,3260.42613520,3262.97720368,3257.44282991,3259.99355993,440.80466547,44
2026-01-02T13:43:00Z,3259.99355993,3260.93449824,3258.74356251,3259.68441159,1260.52503116,126
2026-01-02T13:44:00Z,3259.68441159,3267.32523451,3254.32154513,3261.95862649,2934.27843830,293
2026-01-02T13:45:00Z,3261.95862649,3262.82000647,3260.97734868,3261.83869699,3157.45338315,315
2026-01-02T13:46:00Z,3261.83869699,3262.45092810,3260.04311347,3260.65512243,446.75948750,44
2026-01-02T13:47:00Z,3260.65512243,3263.83881059,3259.64647280,3262.82948835,1741.15109399,174
2026-01-02T13:48:00Z,3262.82948835,3266.63353679,3261.87682516,3265.68004132,4808.67044767,480
2026-01-02T13:49:00Z,3265.68004132,3266.83864929,3265.40580073,3266.56433444,1659.09532078,165
2026-01-02T13:50:00Z,3266.56433444,3270.14252371,3262.60733945,3266.18511332,598.89690184,59
2026-01-02T13:51:00Z,3266.18511332,3267.62516140,3262.53640889,3263.97548275,3403.92125204,340
2026-01-02T13:52:00Z,3263.97548275,3266.22823309,3263.35015225,3265.60259086,4274.16060905,427
2026-01-02T13:53:00Z,3265.60259086,3268.36815778,3264.27983773,3267.04482047,1025.82920140,102
2026-01-02T13:54:00Z,3267.04482047,3270.38642085,3264.44660291,3267.78761255,963.96723817,96
2026-01-02T13:55:00Z,3267.78761255,3271.60208026,3265.20922626,3269.02271942,529.31611059,52
2026-01-02T13:56:00Z,3269.02271942,3276.16200893,3266.67095186,3273.80679965,1641.82957271,164
2026-01-02T13:57:00Z,3273.80679965,3275.22153109,3273.76220828,3275.17692105,3315.75187054,331
2026-01-02T13:58:00Z,3275.17692105,3277.89000867,3271.47454130,3274.18680873,1820.58013140,182
2026-01-02T13:59:00Z,3274.18680873,3276.23597930,3272.41893285,3274.46795162,2101.13112664,210
2026-01-02T14:00:00Z,3274.46795162,3275.46680831,3269.31512510,3270.31271425,1653.45319886,165
2026-01-02T14:01:00Z,3270.31271425,3274.96947756,3268.91988741,3273.57526120,1259.79356903,125
2026-01-02T14:02:00Z,3273.57526120,3274.96861203,3271.26334377,3272.65630345,268.08023856,26
2026-01-02T14:03:00Z,3272.65630345,3276.67861872,3271.77218911,3275.79365682,3689.76356116,368
