open_time,open,high,low,close,volume,trade_count
2026-01-02T12:40:00Z,5403.32024586,5403.66153310,5403.01700677,5403.35829187,26803.57159931,2680
2026-01-02T12:41:00Z,5403.35829187,5404.53103049,5401.79392076,5402.96657436,18104.91019631,1810
2026-01-02T12:42:00Z,5402.96657436,5405.23125161,5401.13710480,5403.40163473,9132.84618963,913
2026-01-02T12:43:00Z,5403.40163473,5404.05399709,5399.66703961,5400.31902980,68235.64421554,6823
2026-01-02T12:44:00Z,5400.31902980,5402.45193429,5399.26746171,5401.40015568,4122.42643415,412
2026-01-02T12:45:00Z,5401.40015568,5403.42803515,5400.22631569,5402.25400961,11754.58061744,1175
2026-01-02T12:46:00Z,5402.25400961,5402.56333269,5398.88891877,5399.19806687,36062.40055350,3606
2026-01-02T12:47:00Z,5399.19806687,5401.00039565,5398.93848772,5400.74074233,25757.07747410,2575
2026-01-02T12:48:00Z,5400.74074233,5400.93619822,5399.61621068,5399.81163294,7387.31828742,738
2026-01-02T12:49:00Z,5399.81163294,5412.17569309,5391.46457885,5403.82243907,11483.65466061,1148
2026-01-02T12:50:00Z,5403.82243907,5407.32834943,5396.28063878,5399.78392902,12348.19443687,1234
2026-01-02T12:51:00Z,5399.78392902,5403.33113888,5399.46488139,5403.01190053,21448.02672664,2144
2026-01-02T12:52:00Z,5403.01190053,5404.84308743,5397.46371625,5399.29364296,11162.75312184,1116
2026-01-02T12:53:00Z,5399.29364296,5404.23176430,5395.91921209,5400.85635677,16979.31262315,1697
2026-01-02T12:54:00Z,5400.85635677,5402.42241197,5398.05990829,5399.62560661,1828.01222095,182
2026-01-02T12:55:00Z,5399.62560661,5408.34642939,5392.47298655,5401.19173476,14443.26321180,1444
2026-01-02T12:56:00Z,5401.19173476,5406.53740371,5398.93805835,5404.28243768,5224.84426741,522
2026-01-02T12:57:00Z,5404.28243768,5404.99337966,5402.01502497,5402.72576217,23169.96891456,2316
2026-01-02T12:58:00Z,5402.72576217,5403.92890173,5401.38145867,5402.58456679,4191.21564401,419
2026-01-02T12:59:00Z,5402.58456679,5402.83567467,5400.85330062,5401.10433970,24027.65475774,2402
2026-01-02T13:00:00Z,5401.10433970,5401.91459101,5399.77708992,5400.58726367,31685.77660910,3168
2026-01-02T13:01:00Z,5400.58726367,5401.68467326,5398.57762601,5399.67485020,23080.24221507,2308
2026-01-02T13:02:00Z,5399.67485020,5400.32756480,5396.34931855,5397.00171002,28451.15495738,2845
2026-01-02T13:03:00Z,5397.00171002,5397.90127707,5396.91626574,5397.81581990,43682.85081677,4368
2026-01-02T13:04:00Z,5397.81581990,5398.98021625,5396.57250436,5397.73688368,1899.37351330,189
2026-01-02T13:05:00Z,5397.73688368,5397.79761399,5397.72562494,5397.78635515,18781.49820683,1878
2026-01-02T13:06:00Z,5397.78635515,5397.98813024,5395.75932742,5395.96103427,9574.00546998,957
2026-01-02T13:07:00Z,5395.96103427,5396.20056778,5395.13400612,5395.37351354,18576.63244466,1857
